53016,Israel,India,Super Dvora,patrol boat,Ships,2003,Yes,1,No,2006,No,New,5.25,5.25,5.25,Yes;
53772,Israel,Sri Lanka,Shaldag,patrol boat,Ships,1995,Yes,2,Yes,1996,No,New,5.25,5.25,10.5,Yes;
53772,Israel,Sri Lanka,Shaldag,patrol boat,Ships,1995,Yes,2,Yes,1997,No,New,5.25,5.25,10.5,Yes;
53772,Israel,Sri Lanka,Shaldag,patrol boat,Ships,1995,Yes,2,Yes,1998,No,New,5.25,5.25,10.5,Yes;
53772,Israel,Sri Lanka,Shaldag,patrol boat,Ships,1995,Yes,3,Yes,1999,No,New,5.25,5.25,15.75,Yes;
53772,Israel,Sri Lanka,Shaldag,patrol boat,Ships,1995,Yes,3,Yes,2000,No,New,5.25,5.25,15.75,Yes;
53772,Israel,Sri Lanka,Shaldag,patrol boat,Ships,1995,Yes,2,Yes,2001,No,New,5.25,5.25,10.5,Yes;
53772,Israel,Sri Lanka,Shaldag,patrol boat,Ships,1995,Yes,3,Yes,2002,No,New,5.25,5.25,15.75,Yes;
53772,Israel,Sri Lanka,Shaldag,patrol boat,Ships,1995,Yes,3,Yes,2003,No,New,5.25,5.25,15.75,Yes;
53772,Israel,Sri Lanka,Shaldag,patrol boat,Ships,1995,Yes,3,Yes,2004,No,New,5.25,5.25,15.75,Yes;
53772,Israel,Sri Lanka,Shaldag,patrol boat,Ships,1995,Yes,3,Yes,2005,No,New,5.25,5.25,15.75,Yes;
53772,Israel,Sri Lanka,Shaldag,patrol boat,Ships,1995,Yes,3,Yes,2006,No,New,5.25,5.25,15.75,Yes;
53772,Israel,Sri Lanka,Shaldag,patrol boat,Ships,1995,Yes,3,Yes,2007,No,New,5.25,5.25,15.75,Yes;
55039,Israel,India,M-2084,air-search radar,Sensors,2009,No,3,Yes,2011,No,New,12.5,12.5,37.5,Yes;
55039,Israel,India,M-2084,air-search radar,Sensors,2009,No,5,Yes,2012,No,New,12.5,12.5,62.5,Yes;
55039,Israel,India,M-2084,air-search radar,Sensors,2009,No,5,Yes,2013,No,New,12.5,12.5,62.5,Yes;
55039,Israel,India,M-2084,air-search radar,Sensors,2009,No,5,Yes,2014,No,New,12.5,12.5,62.5,Yes;
55039,Israel,India,M-2084,air-search radar,Sensors,2009,No,5,Yes,2015,Yes,New,12.5,12.5,62.5,Yes;
55809,Israel,United States,M-2022,maritime patrol aircraft radar,Sensors,2012,No,2,Yes,2016,No,New,2.5,2.5,5,Yes;
55809,Israel,United States,M-2022,maritime patrol aircraft radar,Sensors,2012,No,1,Yes,2017,Yes,New,2.5,2.5,2.5,Yes;
24434,Israel,SLA (Lebanon)*,M-66 160mm SP,self-propelled mortar,Artillery,1994,Yes,20,No,1996,No,Second hand,0.75,0.3,6,No;
50739,Israel,El Salvador,Arava,transport aircraft,Aircraft,2008,Yes,3,No,2008,No,Second hand,2.75,1.1,3.3,No;
61534,Israel,Singapore,Spike-SR,anti-tank missile,Missiles,2016,Yes,100,Yes,2017,No,New,0.02,0.02,2,No;
61534,Israel,Singapore,Spike-SR,anti-tank missile,Missiles,2016,Yes,200,Yes,2018,Yes,New,0.02,0.02,4,No;
61534,Israel,Singapore,Spike-SR,anti-tank missile,Missiles,2016,Yes,200,Yes,2019,Yes,New,0.02,0.02,4,No;
50270,Israel,Singapore,Litening,aircraft electro-optical system,Sensors,2005,Yes,5,Yes,2006,Yes,New,1,1,5,No;
50270,Israel,Singapore,Litening,aircraft electro-optical system,Sensors,2005,Yes,5,Yes,2007,Yes,New,1,1,5,No;
39714,Israel,Turkiye,Aerostar,UAV,Aircraft,2007,No,3,Yes,2008,Yes,New,0.1,0.1,0.3,No;
39717,Israel,Lesotho,RAM,armoured reconnaissance vehicle,Armoured vehicles,2006,Yes,6,No,2006,No,New,0.12,0.12,0.72,No;
60370,Israel,Turkmenistan,CombatGuard,armoured personnel carrier,Armoured vehicles,2015,Yes,1,No,2016,No,New,0.14,0.14,0.14,No;
39853,Israel,Ecuador,M-2032,combat aircraft radar,Sensors,1999,No,3,Yes,2000,Yes,New,2,2,6,No;
39853,Israel,Ecuador,M-2032,combat aircraft radar,Sensors,1999,No,3,Yes,2001,Yes,New,2,2,6,No;
39888,Israel,unknown recipient(s),CoMPASS,electro-optical system,Sensors,2007,No,2,Yes,2010,Yes,New,2.5,2.5,5,No;
39888,Israel,unknown recipient(s),CoMPASS,electro-optical system,Sensors,2007,No,2,Yes,2011,Yes,New,2.5,2.5,5,No;
39917,Israel,Colombia,Python-3,short-range air-to-air missile,Missiles,2002,Yes,25,Yes,2003,Yes,New,0.11,0.11,2.75,No;
39917,Israel,Colombia,Python-3,short-range air-to-air missile,Missiles,2002,Yes,25,Yes,2004,Yes,New,0.11,0.11,2.75,No;
39917,Israel,Colombia,Python-3,short-range air-to-air missile,Missiles,2002,Yes,25,Yes,2005,Yes,New,0.11,0.11,2.75,No;
40070,Israel,Thailand,Litening,aircraft electro-optical system,Sensors,1995,Yes,5,Yes,1996,Yes,New,1,1,5,No;
40144,Israel,Mexico,Gabriel-2,anti-ship missile,Missiles,2003,No,20,Yes,2004,No,New,0.4,0.4,8,No;
40186,Israel,Sri Lanka,Scout UAV,UAV,Aircraft,2006,Yes,3,Yes,2007,Yes,New,0.1,0.1,0.3,No;
40231,Israel,Colombia,M-2032,combat aircraft radar,Sensors,2007,No,11,Yes,2011,Yes,New,2,2,22,No;
40236,Israel,India,M-2238 STAR,air-search radar,Sensors,2002,Yes,1,Yes,2006,Yes,New,12.5,12.5,12.5,No;
40236,Israel,India,M-2238 STAR,air-search radar,Sensors,2002,Yes,1,Yes,2007,Yes,New,12.5,12.5,12.5,No;
40341,Israel,Chad,RAM,armoured reconnaissance vehicle,Armoured vehicles,2006,Yes,6,No,2006,No,New,0.12,0.12,0.72,No;
40354,Israel,Finland,Litening,aircraft electro-optical system,Sensors,2008,No,3,Yes,2008,No,New,1,1,3,No;
40354,Israel,Finland,Litening,aircraft electro-optical system,Sensors,2008,No,7,Yes,2009,No,New,1,1,7,No;
40357,Israel,India,Griffin BOMB,guided bomb,Missiles,2002,Yes,50,Yes,2002,No,New,0.02,0.02,1,No;
40357,Israel,India,Griffin BOMB,guided bomb,Missiles,2002,Yes,50,Yes,2003,Yes,New,0.02,0.02,1,No;
40357,Israel,India,Griffin BOMB,guided bomb,Missiles,2002,Yes,50,Yes,2004,Yes,New,0.02,0.02,1,No;
40357,Israel,India,Griffin BOMB,guided bomb,Missiles,2002,Yes,50,Yes,2005,Yes,New,0.02,0.02,1,No;
40357,Israel,India,Griffin BOMB,guided bomb,Missiles,2002,Yes,50,Yes,2006,Yes,New,0.02,0.02,1,No;
52687,Israel,Singapore,SPICE,guided bomb,Missiles,2006,Yes,100,Yes,2007,Yes,New,0.4,0.4,40,No;
50177,Israel,Finland,Spike-ER,anti-tank missile,Missiles,2006,Yes,100,Yes,2008,No,New,0.06,0.06,6,No;
50177,Israel,Finland,Spike-ER,anti-tank missile,Missiles,2006,Yes,100,Yes,2009,Yes,New,0.06,0.06,6,No;
50297,Israel,Guinea,Hughes-500D,light helicopter,Aircraft,2000,No,2,No,2001,No,Second hand,0.71,0.28,0.57,No;
52688,Israel,India,SPICE,guided bomb,Missiles,2008,Yes,100,Yes,2009,Yes,New,0.4,0.4,40,No;
50329,Israel,Azerbaijan,EXTRA,surface-to-surface missile,Missiles,2005,Yes,10,Yes,2008,No,New,0.15,0.15,1.5,No;
50329,Israel,Azerbaijan,EXTRA,surface-to-surface missile,Missiles,2005,Yes,40,Yes,2009,Yes,New,0.15,0.15,6,No;
50330,Israel,Azerbaijan,Aerostar,UAV,Aircraft,2007,No,4,No,2008,No,New,0.1,0.1,0.4,No;
52580,Israel,Spain,RecceLite,aircraft reconnaissance system,Sensors,2004,No,5,Yes,2005,Yes,New,4,4,20,No;
50400,Israel,Georgia,LAR-160,multiple rocket launcher,Artillery,2006,Yes,4,Yes,2007,No,New,0.9,0.9,3.6,No;
50460,Israel,Azerbaijan,Hermes-450,UAV,Aircraft,2008,No,2,Yes,2011,Yes,New,2,2,4,No;
50460,Israel,Azerbaijan,Hermes-450,UAV,Aircraft,2008,No,4,Yes,2012,Yes,New,2,2,8,No;
50460,Israel,Azerbaijan,Hermes-450,UAV,Aircraft,2008,No,4,Yes,2013,Yes,New,2,2,8,No;
50519,Israel,Ecuador,Heron UAV,UAV,Aircraft,2008,No,2,No,2009,No,New,3,3,6,No;
50520,Israel,Ecuador,Searcher,UAV,Aircraft,2008,No,4,No,2009,No,New,0.3,0.3,1.2,No;
50529,Israel,Mexico,Hermes-450,UAV,Aircraft,2008,No,2,No,2009,No,New,2,2,4,No;
50626,Israel,Colombia,Litening,aircraft electro-optical system,Sensors,2007,Yes,5,Yes,2010,Yes,New,1,1,5,No;
50626,Israel,Colombia,Litening,aircraft electro-optical system,Sensors,2007,Yes,5,Yes,2011,Yes,New,1,1,5,No;
50657,Israel,Equatorial Guinea,Shaldag,patrol boat,Ships,2004,Yes,2,No,2005,No,New,5.25,5.25,10.5,No;
50661,Israel,unknown recipient(s),M-2055,ground-surveillance radar,Sensors,2008,No,2,Yes,2013,Yes,New,5,5,10,No;
50712,Israel,Azerbaijan,ATMOS-2000 155mm,self-propelled gun,Artillery,2008,No,5,Yes,2010,Yes,New,1.25,1.25,6.25,No;
50783,Israel,Russia,Searcher,UAV,Aircraft,2009,No,1,Yes,2009,Yes,New,0.3,0.3,0.3,No;
50783,Israel,Russia,Searcher,UAV,Aircraft,2009,No,1,Yes,2010,Yes,New,0.3,0.3,0.3,No;
50811,Israel,Peru,Spike-MR,anti-tank missile,Missiles,2009,Yes,516,Yes,2009,Yes,New,0.03,0.03,15.48,No;
50866,Israel,India,Griffin BOMB,guided bomb,Missiles,2009,No,125,Yes,2012,Yes,New,0.02,0.02,2.5,No;
50866,Israel,India,Griffin BOMB,guided bomb,Missiles,2009,No,125,Yes,2013,Yes,New,0.02,0.02,2.5,No;
50945,Israel,India,M-2070,ground surveillance radar,Sensors,2007,Yes,1,No,2009,No,New,7.5,7.5,7.5,No;
50918,Israel,Colombia,Python-5,long-range air-to-air missile,Missiles,2009,Yes,50,Yes,2010,Yes,New,0.25,0.25,12.5,No;
50918,Israel,Colombia,Python-5,long-range air-to-air missile,Missiles,2009,Yes,50,Yes,2011,Yes,New,0.25,0.25,12.5,No;
50917,Israel,Colombia,Derby,long-range air-to-air missile,Missiles,2009,Yes,40,Yes,2010,Yes,New,0.4,0.4,16,No;
51075,Israel,Russia,I-View-150,UAV,Aircraft,2009,No,4,Yes,2009,Yes,New,0.1,0.1,0.4,No;
51075,Israel,Russia,I-View-150,UAV,Aircraft,2009,No,4,Yes,2010,Yes,New,0.1,0.1,0.4,No;
51216,Israel,South Korea,EL/M-2080 Green Pine,air-search radar,Sensors,2009,No,2,No,2012,No,New,17.5,17.5,35,No;
51270,Israel,Bulgaria,SandCat,armoured personnel carrier,Armoured vehicles,2008,No,2,No,2008,No,New,0.14,0.14,0.28,No;
51270,Israel,Bulgaria,SandCat,armoured personnel carrier,Armoured vehicles,2008,No,20,No,2009,No,New,0.14,0.14,2.8,No;
51270,Israel,Bulgaria,SandCat,armoured personnel carrier,Armoured vehicles,2008,No,3,Yes,2010,Yes,New,0.14,0.14,0.42,No;
51425,Israel,Dominican Republic,EL/M-2106NG,air-search radar,Sensors,2010,Yes,1,Yes,2010,No,New,6,6,6,No;
51425,Israel,Dominican Republic,EL/M-2106NG,air-search radar,Sensors,2010,Yes,2,Yes,2011,Yes,New,6,6,12,No;
51428,Israel,Cameroon,RAM,armoured reconnaissance vehicle,Armoured vehicles,2008,Yes,5,Yes,2008,Yes,New,0.12,0.12,0.6,No;
51472,Israel,Chad,RAM,armoured reconnaissance vehicle,Armoured vehicles,2007,No,31,No,2008,No,New,0.12,0.12,3.72,No;
51473,Israel,Rwanda,Lynx MRL,multiple rocket launcher,Artillery,2007,Yes,5,No,2008,No,New,1.1,1.1,5.5,No;
51547,Israel,France,Heron UAV,UAV,Aircraft,2009,No,1,No,2010,No,New,3,3,3,No;
53013,Israel,Sri Lanka,Super Dvora,patrol boat,Ships,1995,No,1,No,1995,No,New,5.25,5.25,5.25,No;
53013,Israel,Sri Lanka,Super Dvora,patrol boat,Ships,1995,No,3,No,1996,No,New,5.25,5.25,15.75,No;
51610,Israel,Ecuador,MAPATS,anti-tank missile,Missiles,2004,Yes,300,Yes,2005,No,New,0.01,0.01,3,No;
51641,Israel,Chile,Spike-MR,anti-tank missile,Missiles,2008,No,100,Yes,2009,Yes,New,0.03,0.03,3,No;
51641,Israel,Chile,Spike-MR,anti-tank missile,Missiles,2008,No,500,Yes,2010,Yes,New,0.03,0.03,15,No;
51641,Israel,Chile,Spike-MR,anti-tank missile,Missiles,2008,No,500,Yes,2011,Yes,New,0.03,0.03,15,No;
51641,Israel,Chile,Spike-MR,anti-tank missile,Missiles,2008,No,100,Yes,2012,Yes,New,0.03,0.03,3,No;
53014,Israel,Sri Lanka,Super Dvora,patrol boat,Ships,1998,Yes,2,No,1999,No,New,5.25,5.25,10.5,No;
51760,Israel,Sri Lanka,Super Dvora,patrol boat,Ships,2009,No,4,No,2009,No,New,5.25,5.25,21,No;
51760,Israel,Sri Lanka,Super Dvora,patrol boat,Ships,2009,No,2,No,2011,No,New,5.25,5.25,10.5,No;
53017,Israel,Slovenia,Super Dvora,patrol boat,Ships,1996,Yes,1,No,1996,No,New,5.25,5.25,5.25,No;
52111,Israel,Kazakhstan,Litening,aircraft electro-optical system,Sensors,2007,Yes,2,Yes,2009,Yes,New,1,1,2,No;
52111,Israel,Kazakhstan,Litening,aircraft electro-optical system,Sensors,2007,Yes,8,Yes,2010,No,New,1,1,8,No;
52142,Israel,Azerbaijan,Sufa,armoured personnel carrier,Armoured vehicles,2008,No,5,Yes,2009,Yes,New,0.12,0.12,0.6,No;
52142,Israel,Azerbaijan,Sufa,armoured personnel carrier,Armoured vehicles,2008,No,5,Yes,2010,Yes,New,0.12,0.12,0.6,No;
52175,Israel,Cameroon,Model-839 155mm,towed gun,Artillery,2000,No,6,No,2001,No,New,1,1,6,No;
52579,Israel,Netherlands,RecceLite,aircraft reconnaissance system,Sensors,2005,No,6,Yes,2007,Yes,New,4,4,24,No;
52430,Israel,Uganda,CARDOM SP 120mm,self-propelled mortar,Artillery,2008,No,18,No,2009,No,New,0.35,0.35,6.3,No;
52431,Israel,Uganda,ATMOS-2000 155mm,self-propelled gun,Artillery,2008,No,3,No,2009,No,New,1.25,1.25,3.75,No;
52529,Israel,Denmark,K-6 120mm,mortar,Artillery,2010,No,20,No,2010,No,New,0.25,0.25,5,No;
52577,Israel,Italy,RecceLite,aircraft reconnaissance system,Sensors,2005,Yes,5,Yes,2007,Yes,New,4,4,20,No;
52577,Israel,Italy,RecceLite,aircraft reconnaissance system,Sensors,2005,Yes,5,Yes,2008,Yes,New,4,4,20,No;
52578,Israel,Germany,RecceLite,aircraft reconnaissance system,Sensors,2009,No,1,Yes,2009,No,New,4,4,4,No;
52885,Israel,Italy,Lizard,guided bomb,Missiles,2001,No,100,Yes,2001,No,New,0.02,0.02,2,No;
52885,Israel,Italy,Lizard,guided bomb,Missiles,2001,No,100,Yes,2002,No,New,0.02,0.02,2,No;
52885,Israel,Italy,Lizard,guided bomb,Missiles,2001,No,100,Yes,2003,No,New,0.02,0.02,2,No;
52886,Israel,Italy,Lizard,guided bomb,Missiles,2006,No,100,Yes,2007,No,New,0.02,0.02,2,No;
52896,Israel,Colombia,Air refuel system,air refuel system,Other,2007,No,1,No,2010,No,New,10,10,10,No;
52884,Israel,Romania,OPHER,guided bomb,Missiles,1995,Yes,100,Yes,1997,Yes,New,0.02,0.02,2,No;
52910,Israel,Dominican Republic,M-2082,air-search radar,Sensors,2010,Yes,1,Yes,2010,Yes,New,15,15,15,No;
52911,Israel,unknown recipient(s),EL/M-2106NG,air-search radar,Sensors,2007,No,2,Yes,2008,Yes,New,6,6,12,No;
53010,Israel,Sri Lanka,Shaldag,patrol boat,Ships,1995,Yes,2,No,1996,No,New,5.25,5.25,10.5,No;
53011,Israel,Sri Lanka,Shaldag,patrol boat,Ships,1999,Yes,1,Yes,2000,No,New,5.25,5.25,5.25,No;
53011,Israel,Sri Lanka,Shaldag,patrol boat,Ships,1999,Yes,2,Yes,2001,Yes,New,5.25,5.25,10.5,No;
53011,Israel,Sri Lanka,Shaldag,patrol boat,Ships,1999,Yes,2,Yes,2002,Yes,New,5.25,5.25,10.5,No;
53003,Israel,Seychelles,M-2022,maritime patrol aircraft radar,Sensors,2012,Yes,1,No,2013,No,New,2.5,2.5,2.5,No;
53035,Israel,India,Air refuel system,air refuel system,Other,2001,No,4,Yes,2003,No,New,10,10,40,No;
53035,Israel,India,Air refuel system,air refuel system,Other,2001,No,2,Yes,2004,No,New,10,10,20,No;
53084,Israel,Azerbaijan,CARDOM SP 120mm,self-propelled mortar,Artillery,2008,No,5,Yes,2010,Yes,New,0.35,0.35,1.75,No;
53084,Israel,Azerbaijan,CARDOM SP 120mm,self-propelled mortar,Artillery,2008,No,5,Yes,2011,Yes,New,0.35,0.35,1.75,No;
53243,Israel,Colombia,RecceLite,aircraft reconnaissance system,Sensors,2007,Yes,3,Yes,2010,Yes,New,4,4,12,No;
53243,Israel,Colombia,RecceLite,aircraft reconnaissance system,Sensors,2007,Yes,2,Yes,2011,Yes,New,4,4,8,No;
53238,Israel,Paraguay,EL/M-2106NG,air-search radar,Sensors,2011,No,1,No,2011,No,New,6,6,6,No;
53238,Israel,Paraguay,EL/M-2106NG,air-search radar,Sensors,2011,No,1,No,2012,Yes,New,6,6,6,No;
53408,Israel,Chile,Hermes-900,UAV,Aircraft,2011,No,3,Yes,2013,Yes,New,3,3,9,No;
53637,Israel,Rwanda,ATMOS-2000 155mm,self-propelled gun,Artillery,2011,No,3,Yes,2013,Yes,New,1.25,1.25,3.75,No;
53665,Israel,Singapore,Python-5,long-range air-to-air missile,Missiles,2008,Yes,35,Yes,2011,No,New,0.25,0.25,8.75,No;
53665,Israel,Singapore,Python-5,long-range air-to-air missile,Missiles,2008,Yes,40,Yes,2012,Yes,New,0.25,0.25,10,No;
53822,Israel,Azerbaijan,Searcher,UAV,Aircraft,2011,Yes,5,Yes,2013,Yes,New,0.3,0.3,1.5,No;
53823,Israel,Azerbaijan,Heron UAV,UAV,Aircraft,2011,Yes,5,Yes,2013,Yes,New,3,3,15,No;
53906,Israel,Colombia,I-3120,signals intelligence system,Sensors,2006,Yes,2,No,2007,No,New,7.5,7.5,15,No;
53907,Israel,Colombia,I-3120,signals intelligence system,Sensors,2010,Yes,1,No,2011,No,New,7.5,7.5,7.5,No;
54163,Israel,Germany,Heron-TP -,armed UAV,Aircraft,2018,Yes,5,No,2021,No,New,9.5,9.5,47.5,No;
54547,Israel,Azerbaijan,Barak-LRAD,SAM,Missiles,2011,Yes,40,Yes,2016,No,New,0.9,0.9,36,No;
54968,Israel,India,NG-LGB,guided bomb,Missiles,2012,No,250,Yes,2014,Yes,New,0.02,0.02,5,No;
54968,Israel,India,NG-LGB,guided bomb,Missiles,2012,No,250,Yes,2015,Yes,New,0.02,0.02,5,No;
55042,Israel,Denmark,Litening,aircraft electro-optical system,Sensors,2012,No,6,Yes,2013,No,New,1,1,6,No;
55042,Israel,Denmark,Litening,aircraft electro-optical system,Sensors,2012,No,6,Yes,2014,Yes,New,1,1,6,No;
55508,Israel,India,Searcher,UAV,Aircraft,2001,Yes,15,Yes,2002,Yes,New,0.3,0.3,4.5,No;
55508,Israel,India,Searcher,UAV,Aircraft,2001,Yes,15,Yes,2003,Yes,New,0.3,0.3,4.5,No;
55475,Israel,Nigeria,Shaldag,patrol boat,Ships,2012,No,2,No,2012,No,New,5.25,5.25,10.5,No;
55475,Israel,Nigeria,Shaldag,patrol boat,Ships,2012,No,1,No,2013,No,New,5.25,5.25,5.25,No;
55586,Israel,India,M-2221,fire-control radar,Sensors,2009,Yes,2,No,2014,No,New,4.75,4.75,9.5,No;
55586,Israel,India,M-2221,fire-control radar,Sensors,2009,Yes,2,No,2015,No,New,4.75,4.75,9.5,No;
55586,Israel,India,M-2221,fire-control radar,Sensors,2009,Yes,2,No,2016,No,New,4.75,4.75,9.5,No;
55832,Israel,India,Searcher,UAV,Aircraft,2010,Yes,2,Yes,2011,Yes,New,0.3,0.3,0.6,No;
55925,Israel,Philippines,M-2032,combat aircraft radar,Sensors,2014,Yes,2,No,2015,No,New,2,2,4,No;
55925,Israel,Philippines,M-2032,combat aircraft radar,Sensors,2014,Yes,2,No,2016,No,New,2,2,4,No;
55925,Israel,Philippines,M-2032,combat aircraft radar,Sensors,2014,Yes,8,No,2017,No,New,2,2,16,No;
24597,Israel,Slovenia,Model-839 155mm,towed gun,Artillery,1996,No,10,No,1996,No,New,1,1,10,Yes;
24597,Israel,Slovenia,Model-839 155mm,towed gun,Artillery,1996,No,8,No,1997,No,New,1,1,8,Yes;
28785,Israel,United States,Hunter UAV,UAV,Aircraft,1992,No,16,Yes,1995,No,New,0.3,0.3,4.8,Yes;
28785,Israel,United States,Hunter UAV,UAV,Aircraft,1992,No,15,Yes,1996,No,New,0.3,0.3,4.5,Yes;
53868,Israel,Russia,Searcher,UAV,Aircraft,2010,No,6,Yes,2013,Yes,New,0.3,0.3,1.8,Yes;
53868,Israel,Russia,Searcher,UAV,Aircraft,2010,No,4,Yes,2014,Yes,New,0.3,0.3,1.2,Yes;
30893,Israel,Myanmar,M-68 155mm,towed gun,Artillery,1998,Yes,16,Yes,2000,Yes,Second hand but modernized,0.85,0.56,8.98,No;
31059,Israel,India,Heron UAV,UAV,Aircraft,2003,No,9,Yes,2005,Yes,New,3,3,27,No;
31059,Israel,India,Heron UAV,UAV,Aircraft,2003,No,9,Yes,2006,Yes,New,3,3,27,No;
33729,Israel,Spain,Searcher,UAV,Aircraft,2007,No,4,Yes,2007,No,New,0.3,0.3,1.2,No;
33729,Israel,Spain,Searcher,UAV,Aircraft,2007,No,12,Yes,2008,No,New,0.3,0.3,3.6,No;
34618,Israel,India,M-2221,fire-control radar,Sensors,2004,Yes,1,Yes,2004,Yes,New,4.75,4.75,4.75,No;
34618,Israel,India,M-2221,fire-control radar,Sensors,2004,Yes,1,Yes,2005,Yes,New,4.75,4.75,4.75,No;
35465,Israel,India,Heron UAV,UAV,Aircraft,2006,No,5,Yes,2006,Yes,New,3,3,15,No;
35465,Israel,India,Heron UAV,UAV,Aircraft,2006,No,11,Yes,2007,No,New,3,3,33,No;
39241,Israel,India,Derby,long-range air-to-air missile,Missiles,2008,Yes,225,Yes,2016,No,New,0.4,0.4,90,No;
39241,Israel,India,Derby,long-range air-to-air missile,Missiles,2008,Yes,225,Yes,2017,Yes,New,0.4,0.4,90,No;
39241,Israel,India,Derby,long-range air-to-air missile,Missiles,2008,Yes,225,Yes,2018,Yes,New,0.4,0.4,90,No;
38820,Israel,India,M-2221,fire-control radar,Sensors,2010,Yes,1,No,2014,No,New,4.75,4.75,4.75,No;
38820,Israel,India,M-2221,fire-control radar,Sensors,2010,Yes,1,No,2015,No,New,4.75,4.75,4.75,No;
38820,Israel,India,M-2221,fire-control radar,Sensors,2010,Yes,1,No,2017,No,New,4.75,4.75,4.75,No;
38820,Israel,India,M-2221,fire-control radar,Sensors,2010,Yes,1,No,2020,No,New,4.75,4.75,4.75,No;
39443,Israel,Brazil,Litening,aircraft electro-optical system,Sensors,2006,No,3,Yes,2011,Yes,New,1,1,3,No;
39443,Israel,Brazil,Litening,aircraft electro-optical system,Sensors,2006,No,4,Yes,2012,Yes,New,1,1,4,No;
39443,Israel,Brazil,Litening,aircraft electro-optical system,Sensors,2006,No,3,Yes,2013,Yes,New,1,1,3,No;
52975,Israel,Thailand,Aerostar,UAV,Aircraft,2013,Yes,5,Yes,2015,Yes,New,0.1,0.1,0.5,No;
39718,Israel,Viet Nam,RAM,armoured reconnaissance vehicle,Armoured vehicles,2006,Yes,2,Yes,2006,No,New,0.12,0.12,0.24,No;
39718,Israel,Viet Nam,RAM,armoured reconnaissance vehicle,Armoured vehicles,2006,Yes,48,Yes,2007,Yes,New,0.12,0.12,5.76,No;
39718,Israel,Viet Nam,RAM,armoured reconnaissance vehicle,Armoured vehicles,2006,Yes,50,Yes,2008,Yes,New,0.12,0.12,6,No;
39718,Israel,Viet Nam,RAM,armoured reconnaissance vehicle,Armoured vehicles,2006,Yes,50,Yes,2009,Yes,New,0.12,0.12,6,No;
65896,Israel,Singapore,Spike-MR,anti-tank missile,Missiles,2019,No,250,Yes,2022,No,New,0.03,0.03,7.5,No;
65896,Israel,Singapore,Spike-MR,anti-tank missile,Missiles,2019,No,400,Yes,2023,Yes,New,0.03,0.03,12,No;
65896,Israel,Singapore,Spike-MR,anti-tank missile,Missiles,2019,No,100,Yes,2024,Yes,New,0.03,0.03,3,No;
39851,Israel,Colombia,Griffin BOMB,guided bomb,Missiles,2001,Yes,100,Yes,2002,No,New,0.02,0.02,2,No;
39851,Israel,Colombia,Griffin BOMB,guided bomb,Missiles,2001,Yes,100,Yes,2003,No,New,0.02,0.02,2,No;
8488,Israel,Venezuela,Python-4,short-range air-to-air missile,Missiles,2003,No,54,Yes,2004,No,New,0.17,0.17,9.18,No;
40005,Israel,India,Heron-MP,maritime patrol UAV,Aircraft,2010,No,2,Yes,2011,Yes,New,7.5,7.5,15,No;
40194,Israel,India,Litening,aircraft electro-optical system,Sensors,2007,No,1,Yes,2010,Yes,New,1,1,1,No;
40194,Israel,India,Litening,aircraft electro-optical system,Sensors,2007,No,2,Yes,2011,Yes,New,1,1,2,No;
40194,Israel,India,Litening,aircraft electro-optical system,Sensors,2007,No,2,Yes,2012,Yes,New,1,1,2,No;
51995,Israel,unknown recipient(s),M-2022,maritime patrol aircraft radar,Sensors,2010,Yes,1,Yes,2013,Yes,New,2.5,2.5,2.5,No;
64522,Israel,Germany,Heron UAV,UAV,Aircraft,2021,No,1,No,2021,No,New,3,3,3,No;
53666,Israel,Singapore,Derby,long-range air-to-air missile,Missiles,2008,Yes,35,Yes,2011,No,New,0.4,0.4,14,No;
53666,Israel,Singapore,Derby,long-range air-to-air missile,Missiles,2008,Yes,40,Yes,2012,Yes,New,0.4,0.4,16,No;
61436,Israel,Canada,M-2022,maritime patrol aircraft radar,Sensors,2017,No,1,No,2019,No,New,2.5,2.5,2.5,No;
61436,Israel,Canada,M-2022,maritime patrol aircraft radar,Sensors,2017,No,3,No,2020,No,New,2.5,2.5,7.5,No;
61436,Israel,Canada,M-2022,maritime patrol aircraft radar,Sensors,2017,No,6,Yes,2021,No,New,2.5,2.5,15,No;
61436,Israel,Canada,M-2022,maritime patrol aircraft radar,Sensors,2017,No,5,Yes,2022,No,New,2.5,2.5,12.5,No;
55833,Israel,India,Heron UAV,UAV,Aircraft,2000,No,6,Yes,2001,No,New,3,3,18,No;
55833,Israel,India,Heron UAV,UAV,Aircraft,2000,No,6,Yes,2002,Yes,New,3,3,18,No;
56363,Israel,United States,TA-4J,trainer aircraft,Aircraft,2000,No,1,No,2001,No,Second hand,7,2.8,2.8,No;
56547,Israel,Rwanda,TI-67S,tank,Armoured vehicles,2012,Yes,10,Yes,2013,Yes,Second hand,2.25,0.9,9,No;
56658,Israel,unknown recipient(s),M-2022,maritime patrol aircraft radar,Sensors,2013,Yes,1,Yes,2014,Yes,New,2.5,2.5,2.5,No;
56954,Israel,South Korea,Spike-NLOS,air-to-surface/surface-to-surface missile,Missiles,2013,No,46,No,2015,No,New,0.15,0.15,6.9,No;
56954,Israel,South Korea,Spike-NLOS,air-to-surface/surface-to-surface missile,Missiles,2013,No,14,Yes,2016,Yes,New,0.15,0.15,2.1,No;
